month,entity,division,account,journal_id,journal_type,debit,credit,component,movement,evidence_basis,customer,product,counterparty,description,cash_flow_category
2026-08,ES01,Hardware,1200_INVENTORY,COGS-2026-08-00458-ES01,cogs,0.0,13418.88,Inventory,-13418.88,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                         2026-08
entity                                                           ES01
division                                                     Hardware
customer                                                         C021
customer_segment                                                 Core
product                                                  HW-CTL-RDN-E
product_family                                        Control Systems
product_subfamily                                   Resilient Control
product_type                                     Redundant Controller
quality_tier                                                Essential
generation                                                         G2
strategic_role                                                 Volume
quantity                                                          1.0
unit_price                                                 21947.5599
revenue                                                      21947.56
variable_production_cost                                     11278.13
variable_selling_cost                                         1303.69
fixed_production_cost                                         1146.76
marginal_contribution                                         9365.75
gross_profit                                                  8218.99
opex                                                      2247.225553
ebit_before_dep                                           5971.764447
source_factory                                                   CZ01
management_action_count                                             0
management_action_price_uplift_pct                                0.0
management_action_volume_uplift_pct                               0.0
management_action_variable_cost_reduction_pct                     0.0
management_action_opex_reduction_pct                              0.0
management_action_revenue_impact                                  0.0
management_action_gross_profit_impact                             0.0
management_action_opex_impact                                     0.0
management_action_ebit_impact                                     0.0
personnel_cost_allocated                                  1588.795553
workforce_opening_fte_allocated                              0.211927
workforce_hires_allocated                                     0.00032
workforce_attrition_allocated                                0.001943
workforce_ending_fte_allocated                               0.210305
workforce_average_fte_allocated                              0.211116
non_people_opex_before_actions                                 658.43
non_people_opex                                                658.43
Name: 458, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Hardware,2100_AP,VARSELL-2026-08-00458-ES01,variable_selling,0.0,1303.69,Payables,-1303.69,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                         2026-08
entity                                                           ES01
division                                                     Hardware
customer                                                         C021
customer_segment                                                 Core
product                                                  HW-CTL-RDN-E
product_family                                        Control Systems
product_subfamily                                   Resilient Control
product_type                                     Redundant Controller
quality_tier                                                Essential
generation                                                         G2
strategic_role                                                 Volume
quantity                                                          1.0
unit_price                                                 21947.5599
revenue                                                      21947.56
variable_production_cost                                     11278.13
variable_selling_cost                                         1303.69
fixed_production_cost                                         1146.76
marginal_contribution                                         9365.75
gross_profit                                                  8218.99
opex                                                      2247.225553
ebit_before_dep                                           5971.764447
source_factory                                                   CZ01
management_action_count                                             0
management_action_price_uplift_pct                                0.0
management_action_volume_uplift_pct                               0.0
management_action_variable_cost_reduction_pct                     0.0
management_action_opex_reduction_pct                              0.0
management_action_revenue_impact                                  0.0
management_action_gross_profit_impact                             0.0
management_action_opex_impact                                     0.0
management_action_ebit_impact                                     0.0
personnel_cost_allocated                                  1588.795553
workforce_opening_fte_allocated                              0.211927
workforce_hires_allocated                                     0.00032
workforce_attrition_allocated                                0.001943
workforce_ending_fte_allocated                               0.210305
workforce_average_fte_allocated                              0.211116
non_people_opex_before_actions                                 658.43
non_people_opex                                                658.43
Name: 458, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Hardware,2100_AP,OPEX-2026-08-00458-ES01,opex,0.0,658.43,Payables,-658.43,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                         2026-08
entity                                                           ES01
division                                                     Hardware
customer                                                         C021
customer_segment                                                 Core
product                                                  HW-CTL-RDN-E
product_family                                        Control Systems
product_subfamily                                   Resilient Control
product_type                                     Redundant Controller
quality_tier                                                Essential
generation                                                         G2
strategic_role                                                 Volume
quantity                                                          1.0
unit_price                                                 21947.5599
revenue                                                      21947.56
variable_production_cost                                     11278.13
variable_selling_cost                                         1303.69
fixed_production_cost                                         1146.76
marginal_contribution                                         9365.75
gross_profit                                                  8218.99
opex                                                      2247.225553
ebit_before_dep                                           5971.764447
source_factory                                                   CZ01
management_action_count                                             0
management_action_price_uplift_pct                                0.0
management_action_volume_uplift_pct                               0.0
management_action_variable_cost_reduction_pct                     0.0
management_action_opex_reduction_pct                              0.0
management_action_revenue_impact                                  0.0
management_action_gross_profit_impact                             0.0
management_action_opex_impact                                     0.0
management_action_ebit_impact                                     0.0
personnel_cost_allocated                                  1588.795553
workforce_opening_fte_allocated                              0.211927
workforce_hires_allocated                                     0.00032
workforce_attrition_allocated                                0.001943
workforce_ending_fte_allocated                               0.210305
workforce_average_fte_allocated                              0.211116
non_people_opex_before_actions                                 658.43
non_people_opex                                                658.43
Name: 458, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Hardware,1100_AR,SALE-2026-08-00459-ES01,sale,29912.35,0.0,Receivables,29912.35,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                               HW-CTL-SAF-P
product_family                                     Control Systems
product_subfamily                                Resilient Control
product_type                                     Safety Controller
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              29912.3519
revenue                                                   29912.35
variable_production_cost                                  18917.58
variable_selling_cost                                      1645.18
fixed_production_cost                                      1645.18
marginal_contribution                                       9349.6
gross_profit                                               7704.42
opex                                                   3062.740941
ebit_before_dep                                        4641.679059
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                               2165.370941
workforce_opening_fte_allocated                           0.288836
workforce_hires_allocated                                 0.000436
workforce_attrition_allocated                             0.002648
workforce_ending_fte_allocated                            0.286625
workforce_average_fte_allocated                           0.287731
non_people_opex_before_actions                              897.37
non_people_opex                                             897.37
Name: 459, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Hardware,1200_INVENTORY,COGS-2026-08-00459-ES01,cogs,0.0,22207.78,Inventory,-22207.78,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                               HW-CTL-SAF-P
product_family                                     Control Systems
product_subfamily                                Resilient Control
product_type                                     Safety Controller
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              29912.3519
revenue                                                   29912.35
variable_production_cost                                  18917.58
variable_selling_cost                                      1645.18
fixed_production_cost                                      1645.18
marginal_contribution                                       9349.6
gross_profit                                               7704.42
opex                                                   3062.740941
ebit_before_dep                                        4641.679059
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                               2165.370941
workforce_opening_fte_allocated                           0.288836
workforce_hires_allocated                                 0.000436
workforce_attrition_allocated                             0.002648
workforce_ending_fte_allocated                            0.286625
workforce_average_fte_allocated                           0.287731
non_people_opex_before_actions                              897.37
non_people_opex                                             897.37
Name: 459, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Hardware,2100_AP,VARSELL-2026-08-00459-ES01,variable_selling,0.0,1645.18,Payables,-1645.18,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                               HW-CTL-SAF-P
product_family                                     Control Systems
product_subfamily                                Resilient Control
product_type                                     Safety Controller
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              29912.3519
revenue                                                   29912.35
variable_production_cost                                  18917.58
variable_selling_cost                                      1645.18
fixed_production_cost                                      1645.18
marginal_contribution                                       9349.6
gross_profit                                               7704.42
opex                                                   3062.740941
ebit_before_dep                                        4641.679059
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                               2165.370941
workforce_opening_fte_allocated                           0.288836
workforce_hires_allocated                                 0.000436
workforce_attrition_allocated                             0.002648
workforce_ending_fte_allocated                            0.286625
workforce_average_fte_allocated                           0.287731
non_people_opex_before_actions                              897.37
non_people_opex                                             897.37
Name: 459, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Hardware,2100_AP,OPEX-2026-08-00459-ES01,opex,0.0,897.37,Payables,-897.37,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                               HW-CTL-SAF-P
product_family                                     Control Systems
product_subfamily                                Resilient Control
product_type                                     Safety Controller
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              29912.3519
revenue                                                   29912.35
variable_production_cost                                  18917.58
variable_selling_cost                                      1645.18
fixed_production_cost                                      1645.18
marginal_contribution                                       9349.6
gross_profit                                               7704.42
opex                                                   3062.740941
ebit_before_dep                                        4641.679059
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                               2165.370941
workforce_opening_fte_allocated                           0.288836
workforce_hires_allocated                                 0.000436
workforce_attrition_allocated                             0.002648
workforce_ending_fte_allocated                            0.286625
workforce_average_fte_allocated                           0.287731
non_people_opex_before_actions                              897.37
non_people_opex                                             897.37
Name: 459, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Hardware,1100_AR,SALE-2026-08-00460-ES01,sale,35265.09,0.0,Receivables,35265.09,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                                HW-EDG-AI-P
product_family                                     Edge Appliances
product_subfamily                                          Compute
product_type                                     AI Edge Appliance
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              35265.0885
revenue                                                   35265.09
variable_production_cost                                  22302.83
variable_selling_cost                                      1939.58
fixed_production_cost                                      1939.58
marginal_contribution                                     11022.68
gross_profit                                                9083.1
opex                                                    3610.80864
ebit_before_dep                                         5472.29136
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                2552.85864
workforce_opening_fte_allocated                           0.340523
workforce_hires_allocated                                 0.000514
workforce_attrition_allocated                             0.003122
workforce_ending_fte_allocated                            0.337915
workforce_average_fte_allocated                           0.339219
non_people_opex_before_actions                             1057.95
non_people_opex                                            1057.95
Name: 460, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Hardware,1200_INVENTORY,COGS-2026-08-00460-ES01,cogs,0.0,26181.8,Inventory,-26181.8,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                                HW-EDG-AI-P
product_family                                     Edge Appliances
product_subfamily                                          Compute
product_type                                     AI Edge Appliance
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              35265.0885
revenue                                                   35265.09
variable_production_cost                                  22302.83
variable_selling_cost                                      1939.58
fixed_production_cost                                      1939.58
marginal_contribution                                     11022.68
gross_profit                                                9083.1
opex                                                    3610.80864
ebit_before_dep                                         5472.29136
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                2552.85864
workforce_opening_fte_allocated                           0.340523
workforce_hires_allocated                                 0.000514
workforce_attrition_allocated                             0.003122
workforce_ending_fte_allocated                            0.337915
workforce_average_fte_allocated                           0.339219
non_people_opex_before_actions                             1057.95
non_people_opex                                            1057.95
Name: 460, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Hardware,2100_AP,VARSELL-2026-08-00460-ES01,variable_selling,0.0,1939.58,Payables,-1939.58,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                                HW-EDG-AI-P
product_family                                     Edge Appliances
product_subfamily                                          Compute
product_type                                     AI Edge Appliance
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              35265.0885
revenue                                                   35265.09
variable_production_cost                                  22302.83
variable_selling_cost                                      1939.58
fixed_production_cost                                      1939.58
marginal_contribution                                     11022.68
gross_profit                                                9083.1
opex                                                    3610.80864
ebit_before_dep                                         5472.29136
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                2552.85864
workforce_opening_fte_allocated                           0.340523
workforce_hires_allocated                                 0.000514
workforce_attrition_allocated                             0.003122
workforce_ending_fte_allocated                            0.337915
workforce_average_fte_allocated                           0.339219
non_people_opex_before_actions                             1057.95
non_people_opex                                            1057.95
Name: 460, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Hardware,2100_AP,OPEX-2026-08-00460-ES01,opex,0.0,1057.95,Payables,-1057.95,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                      2026-08
entity                                                        ES01
division                                                  Hardware
customer                                                      C021
customer_segment                                              Core
product                                                HW-EDG-AI-P
product_family                                     Edge Appliances
product_subfamily                                          Compute
product_type                                     AI Edge Appliance
quality_tier                                          Professional
generation                                                      G2
strategic_role                                                Core
quantity                                                       1.0
unit_price                                              35265.0885
revenue                                                   35265.09
variable_production_cost                                  22302.83
variable_selling_cost                                      1939.58
fixed_production_cost                                      1939.58
marginal_contribution                                     11022.68
gross_profit                                                9083.1
opex                                                    3610.80864
ebit_before_dep                                         5472.29136
source_factory                                                CN01
management_action_count                                          0
management_action_price_uplift_pct                             0.0
management_action_volume_uplift_pct                            0.0
management_action_variable_cost_reduction_pct                  0.0
management_action_opex_reduction_pct                           0.0
management_action_revenue_impact                               0.0
management_action_gross_profit_impact                          0.0
management_action_opex_impact                                  0.0
management_action_ebit_impact                                  0.0
personnel_cost_allocated                                2552.85864
workforce_opening_fte_allocated                           0.340523
workforce_hires_allocated                                 0.000514
workforce_attrition_allocated                             0.003122
workforce_ending_fte_allocated                            0.337915
workforce_average_fte_allocated                           0.339219
non_people_opex_before_actions                             1057.95
non_people_opex                                            1057.95
Name: 460, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Hardware,1100_AR,SALE-2026-08-00461-ES01,sale,17766.18,0.0,Receivables,17766.18,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                                Hardware
customer                                                    C021
customer_segment                                            Core
product                                             HW-TRM-FIX-E
product_family                                         Terminals
product_subfamily                                Fixed Terminals
product_type                                      Fixed Terminal
quality_tier                                           Essential
generation                                                    G2
strategic_role                                            Volume
quantity                                                     1.0
unit_price                                            17766.1802
revenue                                                 17766.18
variable_production_cost                                  8512.0
variable_selling_cost                                    1055.31
fixed_production_cost                                     928.28
marginal_contribution                                    8198.87
gross_profit                                             7270.58
opex                                                 1819.093229
ebit_before_dep                                      5451.486771
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                             1286.103229
workforce_opening_fte_allocated                         0.171552
workforce_hires_allocated                               0.000259
workforce_attrition_allocated                           0.001573
workforce_ending_fte_allocated                          0.170238
workforce_average_fte_allocated                         0.170895
non_people_opex_before_actions                            532.99
non_people_opex                                           532.99
Name: 461, dtype: object>",EXTERNAL,External customer invoice,
2026-08,ES01,Hardware,1200_INVENTORY,COGS-2026-08-00461-ES01,cogs,0.0,10195.5,Inventory,-10195.5,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                                Hardware
customer                                                    C021
customer_segment                                            Core
product                                             HW-TRM-FIX-E
product_family                                         Terminals
product_subfamily                                Fixed Terminals
product_type                                      Fixed Terminal
quality_tier                                           Essential
generation                                                    G2
strategic_role                                            Volume
quantity                                                     1.0
unit_price                                            17766.1802
revenue                                                 17766.18
variable_production_cost                                  8512.0
variable_selling_cost                                    1055.31
fixed_production_cost                                     928.28
marginal_contribution                                    8198.87
gross_profit                                             7270.58
opex                                                 1819.093229
ebit_before_dep                                      5451.486771
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                             1286.103229
workforce_opening_fte_allocated                         0.171552
workforce_hires_allocated                               0.000259
workforce_attrition_allocated                           0.001573
workforce_ending_fte_allocated                          0.170238
workforce_average_fte_allocated                         0.170895
non_people_opex_before_actions                            532.99
non_people_opex                                           532.99
Name: 461, dtype: object>",EXTERNAL,Inventory consumption,
2026-08,ES01,Hardware,2100_AP,VARSELL-2026-08-00461-ES01,variable_selling,0.0,1055.31,Payables,-1055.31,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                                Hardware
customer                                                    C021
customer_segment                                            Core
product                                             HW-TRM-FIX-E
product_family                                         Terminals
product_subfamily                                Fixed Terminals
product_type                                      Fixed Terminal
quality_tier                                           Essential
generation                                                    G2
strategic_role                                            Volume
quantity                                                     1.0
unit_price                                            17766.1802
revenue                                                 17766.18
variable_production_cost                                  8512.0
variable_selling_cost                                    1055.31
fixed_production_cost                                     928.28
marginal_contribution                                    8198.87
gross_profit                                             7270.58
opex                                                 1819.093229
ebit_before_dep                                      5451.486771
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                             1286.103229
workforce_opening_fte_allocated                         0.171552
workforce_hires_allocated                               0.000259
workforce_attrition_allocated                           0.001573
workforce_ending_fte_allocated                          0.170238
workforce_average_fte_allocated                         0.170895
non_people_opex_before_actions                            532.99
non_people_opex                                           532.99
Name: 461, dtype: object>",EXTERNAL,Variable selling accrual,
2026-08,ES01,Hardware,2100_AP,OPEX-2026-08-00461-ES01,opex,0.0,532.99,Payables,-532.99,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                    2026-08
entity                                                      ES01
division                                                Hardware
customer                                                    C021
customer_segment                                            Core
product                                             HW-TRM-FIX-E
product_family                                         Terminals
product_subfamily                                Fixed Terminals
product_type                                      Fixed Terminal
quality_tier                                           Essential
generation                                                    G2
strategic_role                                            Volume
quantity                                                     1.0
unit_price                                            17766.1802
revenue                                                 17766.18
variable_production_cost                                  8512.0
variable_selling_cost                                    1055.31
fixed_production_cost                                     928.28
marginal_contribution                                    8198.87
gross_profit                                             7270.58
opex                                                 1819.093229
ebit_before_dep                                      5451.486771
source_factory                                              CZ01
management_action_count                                        0
management_action_price_uplift_pct                           0.0
management_action_volume_uplift_pct                          0.0
management_action_variable_cost_reduction_pct                0.0
management_action_opex_reduction_pct                         0.0
management_action_revenue_impact                             0.0
management_action_gross_profit_impact                        0.0
management_action_opex_impact                                0.0
management_action_ebit_impact                                0.0
personnel_cost_allocated                             1286.103229
workforce_opening_fte_allocated                         0.171552
workforce_hires_allocated                               0.000259
workforce_attrition_allocated                           0.001573
workforce_ending_fte_allocated                          0.170238
workforce_average_fte_allocated                         0.170895
non_people_opex_before_actions                            532.99
non_people_opex                                           532.99
Name: 461, dtype: object>",EXTERNAL,Non-people operating expense accrual,
2026-08,ES01,Hardware,1100_AR,SALE-2026-08-00462-ES01,sale,19048.27,0.0,Receivables,19048.27,Posted GL movement; not an invoice settlement allocation,C021,"<bound method Series.prod of month                                                       2026-08
entity                                                         ES01
division                                                   Hardware
customer                                                       C021
customer_segment                                               Core
product                                                HW-TRM-KSK-E
product_family                                            Terminals
product_subfamily                                   Fixed Terminals
product_type                                     Self-Service Kiosk
quality_tier                                              Essential
generation                                                       G2
strategic_role                                               Volume
quantity                                                        1.0
unit_price                                               19048.2689
revenue                                                    19048.27
variable_production_cost                                    9457.27
variable_selling_cost                                       1131.47
fixed_production_cost                                        995.27
marginal_contribution                                       8459.53
gross_profit                                                7464.26
opex                                                    1950.364406
ebit_before_dep                                         5513.895594
source_factory                                                 CZ01
management_action_count                                           0
management_action_price_uplift_pct                              0.0
management_action_volume_uplift_pct                             0.0
management_action_variable_cost_reduction_pct                   0.0
management_action_opex_reduction_pct                            0.0
management_action_revenue_impact                                0.0
management_action_gross_profit_impact                           0.0
management_action_opex_impact                                   0.0
management_action_ebit_impact                                   0.0
personnel_cost_allocated                                1378.914406
workforce_opening_fte_allocated                            0.183932
workforce_hires_allocated                                  0.000278
workforce_attrition_allocated                              0.001686
workforce_ending_fte_allocated                             0.182523
workforce_average_fte_allocated                            0.183228
non_people_opex_before_actions                               571.45
non_people_opex                                              571.45
Name: 462, dtype: object>",EXTERNAL,External customer invoice,
